Flight_Number,Airline,Airline_Code,Origin_Code,Origin_City,Origin_Country,Destination_Code,Destination_City,Destination_Country,Departure_Time,Arrival_Time,Duration_Minutes,Stops,Economy_Price_INR,Business_Price_INR,Currency,Direction
6E4191,IndiGo,6E,DEL,New Delhi,India,JFK,New York,USA,2025-01-04 23:30,2025-01-05 09:33,603,2+ Stops,33856,63055,INR,From India
6E5427,IndiGo,6E,ICN,Seoul,South Korea,CCU,Kolkata,India,2025-01-23 02:15,2025-01-23 17:02,887,2+ Stops,64551,127961,INR,To India
UK2010,Vistara,UK,TRV,Thiruvananthapuram,India,SFO,San Francisco,USA,2025-02-18 07:45,2025-02-18 12:06,261,1 Stop,21890,49154,INR,From India
UK8880,Vistara,UK,SYD,Sydney,Australia,HYD,Hyderabad,India,2025-06-27 23:30,2025-06-28 11:45,735,1 Stop,95459,247588,INR,To India
LH9750,Lufthansa,LH,HYD,Hyderabad,India,DOH,Doha,Qatar,2025-06-12 20:00,2025-06-13 02:06,366,2+ Stops,110033,285232,INR,From India
BA9480,British Airways,BA,CDG,Paris,France,HYD,Hyderabad,India,2025-07-03 21:00,2025-07-04 01:48,288,2+ Stops,82703,207104,INR,To India
UK3121,Vistara,UK,CCU,Kolkata,India,NRT,Tokyo,Japan,2025-10-04 18:45,2025-10-05 02:33,468,2+ Stops,57045,115223,INR,From India
EK4817,Emirates,EK,LHR,London,UK,GOI,Goa,India,2025-03-07 22:30,2025-03-08 01:46,196,1 Stop,90221,233016,INR,To India
EK2632,Emirates,EK,BOM,Mumbai,India,DXB,Dubai,UAE,2025-09-16 00:30,2025-09-16 11:34,664,Direct,93972,220397,INR,From India
6E5012,IndiGo,6E,BOM,Mumbai,India,SFO,San Francisco,USA,2025-02-23 19:00,2025-02-24 08:11,791,Direct,84552,209252,INR,From India
AI9684,Air India,AI,BOM,Mumbai,India,NRT,Tokyo,Japan,2025-03-04 11:15,2025-03-04 16:24,309,Direct,118847,280754,INR,From India
QR2923,Qatar Airways,QR,BLR,Bengaluru,India,YYZ,Toronto,Canada,2025-09-07 07:45,2025-09-07 18:53,668,Direct,47782,100781,INR,From India
EK3600,Emirates,EK,TRV,Thiruvananthapuram,India,YYZ,Toronto,Canada,2025-09-11 23:30,2025-09-12 07:14,464,1 Stop,48428,107172,INR,From India
UK7591,Vistara,UK,ICN,Seoul,South Korea,COK,Kochi,India,2025-04-19 16:00,2025-04-20 02:51,651,Direct,86768,222576,INR,To India
LH3624,Lufthansa,LH,FRA,Frankfurt,Germany,DEL,New Delhi,India,2025-03-04 23:30,2025-03-05 09:30,600,1 Stop,61102,123978,INR,To India
QR6249,Qatar Airways,QR,AMD,Ahmedabad,India,DXB,Dubai,UAE,2025-07-11 17:30,2025-07-11 23:13,343,2+ Stops,102469,208418,INR,From India
UK6887,Vistara,UK,SYD,Sydney,Australia,CCU,Kolkata,India,2025-09-01 19:45,2025-09-02 06:14,629,1 Stop,65909,137734,INR,To India
UK7901,Vistara,UK,BLR,Bengaluru,India,SIN,Singapore,Singapore,2025-01-05 01:15,2025-01-05 09:39,504,1 Stop,64597,163528,INR,From India
EK3531,Emirates,EK,DXB,Dubai,UAE,COK,Kochi,India,2025-06-13 21:00,2025-06-14 05:35,515,2+ Stops,56240,102305,INR,To India
LH4741,Lufthansa,LH,HYD,Hyderabad,India,DXB,Dubai,UAE,2025-03-17 00:00,2025-03-17 12:21,741,1 Stop,50101,92249,INR,From India
6E743,IndiGo,6E,CDG,Paris,France,TRV,Thiruvananthapuram,India,2025-04-28 23:15,2025-04-29 05:19,364,2+ Stops,52719,105069,INR,To India
UK2402,Vistara,UK,DXB,Dubai,UAE,MAA,Chennai,India,2025-01-21 02:30,2025-01-21 08:06,336,Direct,28785,55484,INR,To India
QR1721,Qatar Airways,QR,TRV,Thiruvananthapuram,India,YYZ,Toronto,Canada,2025-02-21 00:30,2025-02-21 09:14,524,2+ Stops,118149,216649,INR,From India
EK2159,Emirates,EK,SYD,Sydney,Australia,GOI,Goa,India,2025-07-13 08:15,2025-07-13 23:14,899,2+ Stops,112164,212151,INR,To India
QR6028,Qatar Airways,QR,NRT,Tokyo,Japan,TRV,Thiruvananthapuram,India,2025-03-24 17:00,2025-03-24 23:22,382,2+ Stops,53261,97697,INR,To India
BA8126,British Airways,BA,DEL,New Delhi,India,SFO,San Francisco,USA,2025-09-24 04:45,2025-09-24 18:50,845,Direct,117434,259827,INR,From India
LH3631,Lufthansa,LH,NRT,Tokyo,Japan,GOI,Goa,India,2025-04-18 10:45,2025-04-18 14:15,210,2+ Stops,48989,121813,INR,To India
UK8253,Vistara,UK,MAA,Chennai,India,ICN,Seoul,South Korea,2025-02-14 16:15,2025-02-14 20:55,280,2+ Stops,70756,152972,INR,From India
AI9150,Air India,AI,JFK,New York,USA,CCU,Kolkata,India,2025-10-21 05:45,2025-10-21 13:56,491,2+ Stops,106931,204962,INR,To India
UK8076,Vistara,UK,CDG,Paris,France,BLR,Bengaluru,India,2025-04-09 02:30,2025-04-09 16:52,862,1 Stop,98509,197392,INR,To India
AI1458,Air India,AI,BOM,Mumbai,India,DOH,Doha,Qatar,2025-01-08 20:30,2025-01-09 08:36,726,Direct,29712,60184,INR,From India
EK9250,Emirates,EK,SIN,Singapore,Singapore,GOI,Goa,India,2025-03-17 05:15,2025-03-17 15:23,608,Direct,38723,91605,INR,To India
AI3159,Air India,AI,COK,Kochi,India,SYD,Sydney,Australia,2025-02-11 13:00,2025-02-11 16:23,203,Direct,35162,67009,INR,From India
BA3270,British Airways,BA,TRV,Thiruvananthapuram,India,ICN,Seoul,South Korea,2025-09-27 07:00,2025-09-27 18:52,712,1 Stop,34479,67348,INR,From India
SQ9139,Singapore Airlines,SQ,CDG,Paris,France,BOM,Mumbai,India,2025-07-11 01:15,2025-07-11 05:35,260,Direct,29791,67671,INR,To India
BA7254,British Airways,BA,BOM,Mumbai,India,DXB,Dubai,UAE,2025-05-11 22:00,2025-05-12 11:18,798,1 Stop,81375,163177,INR,From India
LH9529,Lufthansa,LH,DEL,New Delhi,India,CDG,Paris,France,2025-02-17 13:15,2025-02-17 18:03,288,1 Stop,72317,177515,INR,From India
AI2968,Air India,AI,DEL,New Delhi,India,BKK,Bangkok,Thailand,2025-04-14 07:15,2025-04-14 10:31,196,1 Stop,94335,184333,INR,From India
6E567,IndiGo,6E,BOM,Mumbai,India,LHR,London,UK,2025-02-21 11:00,2025-02-22 00:19,799,Direct,78703,194672,INR,From India
BA8689,British Airways,BA,YYZ,Toronto,Canada,CCU,Kolkata,India,2025-03-19 00:00,2025-03-19 03:12,192,2+ Stops,88564,187503,INR,To India
BA7313,British Airways,BA,BLR,Bengaluru,India,CDG,Paris,France,2025-04-22 08:15,2025-04-22 16:56,521,1 Stop,118760,277687,INR,From India
EK8027,Emirates,EK,TRV,Thiruvananthapuram,India,JFK,New York,USA,2025-02-09 18:30,2025-02-10 00:27,357,2+ Stops,82629,172673,INR,From India
AI5655,Air India,AI,AMD,Ahmedabad,India,DXB,Dubai,UAE,2025-10-17 09:15,2025-10-17 12:58,223,1 Stop,72586,167627,INR,From India
BA8053,British Airways,BA,GOI,Goa,India,SFO,San Francisco,USA,2025-08-04 16:15,2025-08-05 04:13,718,1 Stop,93872,195910,INR,From India
AI1587,Air India,AI,TRV,Thiruvananthapuram,India,SIN,Singapore,Singapore,2025-10-10 06:15,2025-10-10 19:17,782,Direct,80177,186985,INR,From India
BA5420,British Airways,BA,BLR,Bengaluru,India,BKK,Bangkok,Thailand,2025-02-01 19:30,2025-02-02 02:23,413,Direct,97467,192398,INR,From India
LH3254,Lufthansa,LH,YYZ,Toronto,Canada,AMD,Ahmedabad,India,2025-06-21 00:30,2025-06-21 10:26,596,1 Stop,88594,194161,INR,To India
BA312,British Airways,BA,YYZ,Toronto,Canada,MAA,Chennai,India,2025-09-10 11:45,2025-09-10 16:45,300,2+ Stops,74862,148213,INR,To India
LH8604,Lufthansa,LH,BOM,Mumbai,India,NRT,Tokyo,Japan,2025-10-13 15:00,2025-10-13 19:47,287,2+ Stops,111330,267467,INR,From India
LH4466,Lufthansa,LH,LHR,London,UK,TRV,Thiruvananthapuram,India,2025-04-10 08:45,2025-04-10 18:00,555,1 Stop,43139,82435,INR,To India
AI9470,Air India,AI,TRV,Thiruvananthapuram,India,SIN,Singapore,Singapore,2025-05-03 02:30,2025-05-03 17:05,875,Direct,62784,118144,INR,From India
EK9521,Emirates,EK,BKK,Bangkok,Thailand,AMD,Ahmedabad,India,2025-04-04 03:45,2025-04-04 10:53,428,2+ Stops,74977,179051,INR,To India
UK3486,Vistara,UK,DOH,Doha,Qatar,BOM,Mumbai,India,2025-02-04 23:45,2025-02-05 03:10,205,2+ Stops,39923,103098,INR,To India
SQ176,Singapore Airlines,SQ,MAA,Chennai,India,DOH,Doha,Qatar,2025-09-24 06:00,2025-09-24 14:22,502,Direct,107633,275245,INR,From India
UK9596,Vistara,UK,BOM,Mumbai,India,SFO,San Francisco,USA,2025-08-10 00:00,2025-08-10 14:25,865,2+ Stops,53047,136190,INR,From India
6E8489,IndiGo,6E,CCU,Kolkata,India,SIN,Singapore,Singapore,2025-05-22 10:00,2025-05-22 22:10,730,2+ Stops,112871,287448,INR,From India
BA7788,British Airways,BA,CDG,Paris,France,DEL,New Delhi,India,2025-04-25 04:00,2025-04-25 16:39,759,Direct,117393,238533,INR,To India
QR9106,Qatar Airways,QR,JFK,New York,USA,GOI,Goa,India,2025-08-20 08:30,2025-08-20 17:36,546,1 Stop,101039,236272,INR,To India
LH3628,Lufthansa,LH,AMD,Ahmedabad,India,SYD,Sydney,Australia,2025-04-29 11:30,2025-04-29 15:33,243,Direct,70781,144280,INR,From India
QR2398,Qatar Airways,QR,FRA,Frankfurt,Germany,BLR,Bengaluru,India,2025-03-22 10:45,2025-03-22 14:49,244,1 Stop,114246,270366,INR,To India
LH9250,Lufthansa,LH,DOH,Doha,Qatar,COK,Kochi,India,2025-09-29 04:30,2025-09-29 09:14,284,2+ Stops,27880,67113,INR,To India
AI2874,Air India,AI,NRT,Tokyo,Japan,COK,Kochi,India,2025-03-15 04:00,2025-03-15 11:15,435,Direct,92674,186907,INR,To India
AI5572,Air India,AI,DEL,New Delhi,India,NRT,Tokyo,Japan,2025-09-07 19:00,2025-09-08 04:49,589,2+ Stops,105953,237665,INR,From India
LH6503,Lufthansa,LH,FRA,Frankfurt,Germany,BLR,Bengaluru,India,2025-03-02 04:00,2025-03-02 12:27,507,Direct,55124,139829,INR,To India
AI347,Air India,AI,SIN,Singapore,Singapore,DEL,New Delhi,India,2025-06-26 18:30,2025-06-27 04:00,570,1 Stop,59324,139133,INR,To India
SQ7819,Singapore Airlines,SQ,FRA,Frankfurt,Germany,GOI,Goa,India,2025-07-16 08:30,2025-07-16 18:13,583,Direct,71448,163876,INR,To India
6E1580,IndiGo,6E,MAA,Chennai,India,ICN,Seoul,South Korea,2025-03-20 13:00,2025-03-20 20:33,453,1 Stop,70538,162895,INR,From India
BA2527,British Airways,BA,NRT,Tokyo,Japan,TRV,Thiruvananthapuram,India,2025-01-16 02:15,2025-01-16 16:59,884,Direct,64206,163969,INR,To India
QR1470,Qatar Airways,QR,SFO,San Francisco,USA,AMD,Ahmedabad,India,2025-10-18 10:30,2025-10-18 22:20,710,1 Stop,38475,92345,INR,To India
QR190,Qatar Airways,QR,GOI,Goa,India,YYZ,Toronto,Canada,2025-07-18 11:00,2025-07-18 17:55,415,1 Stop,84394,195801,INR,From India
SQ5527,Singapore Airlines,SQ,CDG,Paris,France,AMD,Ahmedabad,India,2025-09-13 11:00,2025-09-13 17:55,415,Direct,80641,189810,INR,To India
QR2681,Qatar Airways,QR,HYD,Hyderabad,India,BKK,Bangkok,Thailand,2025-09-02 09:00,2025-09-02 21:51,771,1 Stop,25954,54455,INR,From India
LH1269,Lufthansa,LH,DXB,Dubai,UAE,CCU,Kolkata,India,2025-03-30 16:45,2025-03-31 00:35,470,2+ Stops,96618,226037,INR,To India
LH7687,Lufthansa,LH,JFK,New York,USA,DEL,New Delhi,India,2025-06-09 15:15,2025-06-09 20:40,325,2+ Stops,76598,152063,INR,To India
UK2820,Vistara,UK,SYD,Sydney,Australia,COK,Kochi,India,2025-08-31 19:15,2025-08-31 22:36,201,Direct,56867,108735,INR,To India
QR1635,Qatar Airways,QR,SYD,Sydney,Australia,BOM,Mumbai,India,2025-01-13 03:30,2025-01-13 11:59,509,2+ Stops,61538,110909,INR,To India
BA7105,British Airways,BA,CCU,Kolkata,India,CDG,Paris,France,2025-04-25 12:30,2025-04-25 19:16,406,2+ Stops,46083,119685,INR,From India
UK5998,Vistara,UK,AMD,Ahmedabad,India,DOH,Doha,Qatar,2025-08-30 07:00,2025-08-30 16:50,590,1 Stop,54491,116483,INR,From India
UK709,Vistara,UK,BKK,Bangkok,Thailand,GOI,Goa,India,2025-01-05 10:30,2025-01-05 19:33,543,1 Stop,20045,38575,INR,To India
BA9399,British Airways,BA,HYD,Hyderabad,India,LHR,London,UK,2025-01-06 21:30,2025-01-07 08:49,679,2+ Stops,31969,61521,INR,From India
LH7940,Lufthansa,LH,GOI,Goa,India,SFO,San Francisco,USA,2025-09-12 10:45,2025-09-12 23:28,763,1 Stop,83510,195702,INR,From India
LH9447,Lufthansa,LH,FRA,Frankfurt,Germany,COK,Kochi,India,2025-01-04 22:00,2025-01-05 07:30,570,Direct,66046,164270,INR,To India
EK2032,Emirates,EK,GOI,Goa,India,JFK,New York,USA,2025-07-06 23:45,2025-07-07 03:30,225,Direct,118699,256259,INR,From India
SQ8071,Singapore Airlines,SQ,CDG,Paris,France,MAA,Chennai,India,2025-08-26 16:30,2025-08-27 03:51,681,2+ Stops,79968,171379,INR,To India
AI6155,Air India,AI,DXB,Dubai,UAE,BLR,Bengaluru,India,2025-07-16 19:30,2025-07-17 03:37,487,1 Stop,98483,230678,INR,To India
AI6423,Air India,AI,DXB,Dubai,UAE,HYD,Hyderabad,India,2025-06-09 00:00,2025-06-09 14:01,841,1 Stop,49267,121413,INR,To India
EK3452,Emirates,EK,COK,Kochi,India,NRT,Tokyo,Japan,2025-07-06 13:30,2025-07-06 22:45,555,2+ Stops,64839,124687,INR,From India
QR8787,Qatar Airways,QR,JFK,New York,USA,BLR,Bengaluru,India,2025-03-12 12:45,2025-03-12 19:29,404,2+ Stops,52859,100404,INR,To India
BA4401,British Airways,BA,BLR,Bengaluru,India,LHR,London,UK,2025-10-23 08:15,2025-10-23 12:04,229,2+ Stops,91012,167616,INR,From India
LH9089,Lufthansa,LH,MAA,Chennai,India,SYD,Sydney,Australia,2025-04-12 01:00,2025-04-12 13:24,744,2+ Stops,111377,252162,INR,From India
LH257,Lufthansa,LH,DEL,New Delhi,India,ICN,Seoul,South Korea,2025-10-22 13:30,2025-10-22 20:32,422,2+ Stops,73520,167413,INR,From India
UK1846,Vistara,UK,CDG,Paris,France,COK,Kochi,India,2025-09-04 06:30,2025-09-04 12:49,379,1 Stop,52938,99806,INR,To India
UK5896,Vistara,UK,CCU,Kolkata,India,ICN,Seoul,South Korea,2025-08-21 09:00,2025-08-21 18:21,561,2+ Stops,29856,69027,INR,From India
LH5597,Lufthansa,LH,LHR,London,UK,HYD,Hyderabad,India,2025-10-25 15:00,2025-10-25 20:17,317,Direct,26298,54072,INR,To India
6E666,IndiGo,6E,BLR,Bengaluru,India,SYD,Sydney,Australia,2025-03-25 12:45,2025-03-25 16:42,237,2+ Stops,31498,78617,INR,From India
SQ5750,Singapore Airlines,SQ,TRV,Thiruvananthapuram,India,SIN,Singapore,Singapore,2025-07-24 09:45,2025-07-24 22:21,756,1 Stop,109032,242926,INR,From India
EK1895,Emirates,EK,COK,Kochi,India,BKK,Bangkok,Thailand,2025-02-13 11:15,2025-02-14 01:19,844,2+ Stops,82589,163236,INR,From India
SQ5479,Singapore Airlines,SQ,CDG,Paris,France,BOM,Mumbai,India,2025-04-08 07:15,2025-04-08 18:29,674,1 Stop,50222,112908,INR,To India
EK5038,Emirates,EK,AMD,Ahmedabad,India,SYD,Sydney,Australia,2025-08-25 20:45,2025-08-26 01:18,273,2+ Stops,71687,159300,INR,From India
EK9893,Emirates,EK,TRV,Thiruvananthapuram,India,LHR,London,UK,2025-09-22 12:45,2025-09-22 20:14,449,2+ Stops,85021,170103,INR,From India
BA7799,British Airways,BA,NRT,Tokyo,Japan,MAA,Chennai,India,2025-02-10 17:00,2025-02-10 22:00,300,1 Stop,98131,184412,INR,To India
BA4243,British Airways,BA,BOM,Mumbai,India,CDG,Paris,France,2025-04-17 17:00,2025-04-18 03:41,641,1 Stop,112436,211525,INR,From India
AI9217,Air India,AI,FRA,Frankfurt,Germany,GOI,Goa,India,2025-04-29 06:45,2025-04-29 12:27,342,2+ Stops,31833,79071,INR,To India
AI563,Air India,AI,CDG,Paris,France,MAA,Chennai,India,2025-02-09 10:15,2025-02-10 00:57,882,Direct,103383,217723,INR,To India
BA4253,British Airways,BA,ICN,Seoul,South Korea,BLR,Bengaluru,India,2025-08-23 10:45,2025-08-23 22:23,698,1 Stop,21602,53745,INR,To India
UK5403,Vistara,UK,LHR,London,UK,DEL,New Delhi,India,2025-07-26 05:45,2025-07-26 11:32,347,2+ Stops,35115,83855,INR,To India
SQ8117,Singapore Airlines,SQ,SFO,San Francisco,USA,BOM,Mumbai,India,2025-03-18 19:00,2025-03-19 03:38,518,Direct,77202,141011,INR,To India
6E2874,IndiGo,6E,DEL,New Delhi,India,DOH,Doha,Qatar,2025-01-18 08:15,2025-01-18 20:01,706,1 Stop,38424,98017,INR,From India
EK2446,Emirates,EK,FRA,Frankfurt,Germany,CCU,Kolkata,India,2025-02-14 13:00,2025-02-14 22:14,554,1 Stop,57173,116218,INR,To India
QR7131,Qatar Airways,QR,TRV,Thiruvananthapuram,India,LHR,London,UK,2025-02-09 21:15,2025-02-10 10:24,789,Direct,27055,54842,INR,From India
6E6609,IndiGo,6E,GOI,Goa,India,DOH,Doha,Qatar,2025-07-13 17:00,2025-07-14 03:38,638,Direct,105864,267640,INR,From India
6E7117,IndiGo,6E,BKK,Bangkok,Thailand,BOM,Mumbai,India,2025-06-07 17:00,2025-06-08 01:22,502,Direct,69972,149196,INR,To India
BA2633,British Airways,BA,CDG,Paris,France,COK,Kochi,India,2025-06-17 01:00,2025-06-17 15:20,860,2+ Stops,59312,139378,INR,To India
6E8061,IndiGo,6E,BLR,Bengaluru,India,ICN,Seoul,South Korea,2025-06-12 05:00,2025-06-12 13:13,493,2+ Stops,101264,204873,INR,From India
SQ3714,Singapore Airlines,SQ,DEL,New Delhi,India,DOH,Doha,Qatar,2025-10-20 09:15,2025-10-20 21:32,737,Direct,91508,227859,INR,From India
BA8383,British Airways,BA,BOM,Mumbai,India,SFO,San Francisco,USA,2025-03-24 12:00,2025-03-24 21:48,588,2+ Stops,117988,219678,INR,From India
AI1926,Air India,AI,JFK,New York,USA,TRV,Thiruvananthapuram,India,2025-03-02 22:30,2025-03-03 04:51,381,Direct,118875,285632,INR,To India
LH1361,Lufthansa,LH,NRT,Tokyo,Japan,HYD,Hyderabad,India,2025-02-13 16:30,2025-02-14 02:28,598,Direct,112266,213683,INR,To India
SQ1855,Singapore Airlines,SQ,BLR,Bengaluru,India,ICN,Seoul,South Korea,2025-10-07 03:30,2025-10-07 07:10,220,Direct,47924,102998,INR,From India
LH5574,Lufthansa,LH,YYZ,Toronto,Canada,MAA,Chennai,India,2025-04-06 19:45,2025-04-07 05:30,585,1 Stop,101023,236787,INR,To India
LH958,Lufthansa,LH,NRT,Tokyo,Japan,TRV,Thiruvananthapuram,India,2025-01-03 03:45,2025-01-03 11:43,478,1 Stop,72794,157324,INR,To India
BA8636,British Airways,BA,YYZ,Toronto,Canada,COK,Kochi,India,2025-04-12 10:15,2025-04-12 14:33,258,2+ Stops,53998,110927,INR,To India
AI989,Air India,AI,SYD,Sydney,Australia,CCU,Kolkata,India,2025-03-11 22:45,2025-03-12 03:58,313,2+ Stops,71344,179742,INR,To India
UK6142,Vistara,UK,BKK,Bangkok,Thailand,HYD,Hyderabad,India,2025-10-13 16:30,2025-10-13 21:31,301,1 Stop,21763,45015,INR,To India
6E514,IndiGo,6E,CCU,Kolkata,India,SYD,Sydney,Australia,2025-04-04 14:30,2025-04-04 20:28,358,1 Stop,39039,81166,INR,From India
6E2591,IndiGo,6E,BOM,Mumbai,India,ICN,Seoul,South Korea,2025-08-08 10:45,2025-08-08 23:37,772,2+ Stops,113646,246794,INR,From India
EK6171,Emirates,EK,LHR,London,UK,TRV,Thiruvananthapuram,India,2025-03-19 08:30,2025-03-19 23:00,870,1 Stop,96329,180034,INR,To India
QR2476,Qatar Airways,QR,CCU,Kolkata,India,CDG,Paris,France,2025-08-03 04:15,2025-08-03 10:56,401,Direct,75376,167082,INR,From India
AI9042,Air India,AI,LHR,London,UK,HYD,Hyderabad,India,2025-10-20 19:45,2025-10-21 05:30,585,2+ Stops,104086,253776,INR,To India
AI6285,Air India,AI,SIN,Singapore,Singapore,AMD,Ahmedabad,India,2025-03-24 17:30,2025-03-24 22:48,318,1 Stop,34150,77753,INR,To India
EK8678,Emirates,EK,BOM,Mumbai,India,CDG,Paris,France,2025-07-25 11:45,2025-07-25 21:12,567,2+ Stops,56432,136486,INR,From India
6E7385,IndiGo,6E,BOM,Mumbai,India,DOH,Doha,Qatar,2025-01-07 13:45,2025-01-08 03:16,811,1 Stop,73195,188127,INR,From India
AI3782,Air India,AI,JFK,New York,USA,TRV,Thiruvananthapuram,India,2025-06-23 09:15,2025-06-23 14:42,327,Direct,28401,60319,INR,To India
AI7757,Air India,AI,DXB,Dubai,UAE,COK,Kochi,India,2025-03-20 00:30,2025-03-20 07:09,399,1 Stop,118305,286190,INR,To India
UK7132,Vistara,UK,CDG,Paris,France,COK,Kochi,India,2025-05-27 20:30,2025-05-28 06:58,628,1 Stop,86025,203854,INR,To India
BA6070,British Airways,BA,SFO,San Francisco,USA,DEL,New Delhi,India,2025-10-20 01:15,2025-10-20 10:51,576,Direct,81472,183119,INR,To India
QR5327,Qatar Airways,QR,JFK,New York,USA,BLR,Bengaluru,India,2025-05-01 03:15,2025-05-01 13:14,599,Direct,102039,200141,INR,To India
BA4004,British Airways,BA,MAA,Chennai,India,JFK,New York,USA,2025-07-20 14:30,2025-07-21 03:08,758,1 Stop,110454,263059,INR,From India
SQ1257,Singapore Airlines,SQ,SIN,Singapore,Singapore,COK,Kochi,India,2025-09-18 14:00,2025-09-19 03:54,834,1 Stop,116339,240050,INR,To India
QR1171,Qatar Airways,QR,BLR,Bengaluru,India,BKK,Bangkok,Thailand,2025-09-27 23:45,2025-09-28 10:56,671,1 Stop,76037,162038,INR,From India
SQ6731,Singapore Airlines,SQ,FRA,Frankfurt,Germany,HYD,Hyderabad,India,2025-09-09 14:45,2025-09-09 18:16,211,1 Stop,49734,90473,INR,To India
AI2553,Air India,AI,GOI,Goa,India,ICN,Seoul,South Korea,2025-06-07 12:45,2025-06-07 16:40,235,Direct,25212,62950,INR,From India
SQ1422,Singapore Airlines,SQ,GOI,Goa,India,BKK,Bangkok,Thailand,2025-05-30 14:15,2025-05-31 00:46,631,Direct,107447,264740,INR,From India
AI9507,Air India,AI,BOM,Mumbai,India,DXB,Dubai,UAE,2025-05-26 00:30,2025-05-26 11:52,682,Direct,65133,122509,INR,From India
6E5962,IndiGo,6E,GOI,Goa,India,SIN,Singapore,Singapore,2025-08-17 12:00,2025-08-17 23:11,671,Direct,54995,102025,INR,From India
LH6935,Lufthansa,LH,COK,Kochi,India,YYZ,Toronto,Canada,2025-02-23 01:15,2025-02-23 15:57,882,2+ Stops,113926,215341,INR,From India
BA7360,British Airways,BA,HYD,Hyderabad,India,LHR,London,UK,2025-06-28 21:45,2025-06-29 07:25,580,1 Stop,68179,141494,INR,From India
BA7132,British Airways,BA,ICN,Seoul,South Korea,AMD,Ahmedabad,India,2025-09-26 23:30,2025-09-27 14:00,870,2+ Stops,109135,253853,INR,To India
